# episode, exploration_rate, rewards_current_episode, step, winner
398, 0.6749454073853897, 89, 11, AI
399, 0.6742807943399114, 97, 3, AI
400, 0.6736168455752829, 97, 3, AI
401, 0.6729535604275553, -103, 4, Opponent
402, 0.6722909382334432, 97, 3, AI
403, 0.6716289783303246, 95, 5, AI
404, 0.6709676800562396, 141, 12, AI
405, 0.6703070427498896, -53, 4, Opponent
406, 0.6696470657506375, -55, 5, Opponent
407, 0.668987748398506, -54, 4, Opponent
408, 0.668329090034178, 96, 4, AI
409, 0.6676710899989946, 197, 5, AI
410, 0.6670137476349562, -104, 6, Opponent
411, 0.6663570622847201, 143, 8, AI
412, 0.665701033291601, 95, 5, AI
413, 0.6650456599995699, -53, 4, Opponent
414, 0.6643909417532533, 194, 8, AI
415, 0.663736877897933, -52, 3, Opponent
416, 0.6630834677795452, -55, 6, Opponent
417, 0.6624307107446795, -52, 2, Opponent
418, 0.6617786061405789, 97, 3, AI
419, 0.6611271533151388, 190, 12, AI
420, 0.6604763516169062, -111, 12, Opponent
421, 0.6598262003950794, 96, 4, AI
422, 0.6591766989995074, -57, 8, Opponent
423, 0.6585278467806882, 91, 9, AI
424, 0.65787964308977, 97, 3, AI
425, 0.6572320872785489, 96, 4, AI
426, 0.6565851786994689, 147, 4, AI
427, 0.6559389167056214, -109, 11, Opponent
428, 0.6552933006507446, 143, 8, AI
429, 0.6546483298892222, -56, 7, Opponent
430, 0.6540040037760834, 98, 2, AI
431, 0.6533603216670021, 97, 3, AI
432, 0.652717282918296, 147, 4, AI
433, 0.6520748868869264, 95, 5, AI
434, 0.6514331329304971, -54, 4, Opponent
435, 0.6507920204072543, -53, 3, Opponent
436, 0.6501515486760853, -112, 16, AI
437, 0.6495117170965182, 44, 7, AI
438, 0.6488725250287216, 97, 3, AI
439, 0.6482339718335033, -58, 8, Opponent
440, 0.64759605687231, 79, 21, AI
441, 0.6469587795072267, -21, 23, AI
442, 0.6463221391009759, -106, 8, Opponent
443, 0.6456861350169173, 98, 2, AI
444, 0.6450507666190466, 97, 3, AI
445, 0.6444160332719956, 94, 6, AI
446, 0.6437819343410306, -58, 8, Opponent
447, 0.6431484691920529, 97, 3, AI
448, 0.6425156371915971, -136, 37, Opponent
449, 0.6418834377068311, 96, 4, AI
450, 0.6412518701055556, 45, 6, AI
451, 0.6406209337562027, -56, 6, Opponent
452, 0.6399906280278362, 97, 3, AI
453, 0.6393609522901501, 96, 4, AI
454, 0.6387319059134688, 92, 8, AI
455, 0.638103488268746, 97, 3, AI
456, 0.6374756987275635, 141, 10, AI
457, 0.6368485366621323, -56, 6, Opponent
458, 0.6362220014452897, 81, 19, AI
459, 0.635596092450501, 94, 6, AI
460, 0.6349708090518567, 87, 15, AI
461, 0.6343461506240736, -53, 3, Opponent
462, 0.6337221165424931, -58, 9, Opponent
463, 0.6330987061830813, -61, 13, Opponent
464, 0.6324759189224274, 87, 15, AI
465, 0.6318537541377444, 98, 2, AI
466, 0.6312322112068672, 90, 10, AI
467, 0.6306112895082533, 97, 3, AI
468, 0.6299909884209803, -8, 10, AI
469, 0.6293713073247477, -54, 5, Opponent
470, 0.6287522455998737, 94, 6, AI
471, 0.628133802627297, 81, 23, AI
472, 0.6275159777885745, -101, 3, Opponent
473, 0.6268987704658813, 91, 9, AI
474, 0.6262821800420099, 94, 6, AI
475, 0.6256662059003698, 186, 16, AI
476, 0.6250508474249871, -18, 20, AI
477, 0.624436104000503, 38, 13, AI
478, 0.623821975012174, -54, 4, Opponent
479, 0.6232084598458713, -158, 10, Opponent
480, 0.6225955578880794, 94, 6, AI
481, 0.6219832685258966, 94, 6, AI
482, 0.6213715911470332, -105, 6, Opponent
483, 0.620760525139812, -53, 3, Opponent
484, 0.6201500698931668, -53, 4, Opponent
485, 0.6195402247966423, 97, 3, AI
486, 0.6189309892403934, 82, 18, AI
487, 0.6183223626151845, 147, 4, AI
488, 0.6177143443123889, -52, 3, Opponent
489, 0.6171069337239882, 90, 10, AI
490, 0.616500130242572, 97, 3, AI
491, 0.6158939332613363, 98, 2, AI
492, 0.6152883421740846, -52, 3, Opponent
493, 0.6146833563752254, 27, 24, AI
494, 0.614078975259773, 94, 6, AI
495, 0.6134751982233462, -157, 9, Opponent
496, 0.6128720246621678, 193, 9, AI
497, 0.6122694539730645, 84, 16, AI
498, 0.6116674855534653, 95, 5, AI
499, 0.6110661188014018, 147, 4, AI
500, 0.6104653531155071, -52, 3, Opponent
501, 0.6098651878950156, 98, 2, AI
502, 0.609265622539762, -61, 11, Opponent
503, 0.6086666564501809, -51, 2, Opponent
504, 0.608068289027306, 96, 4, AI
505, 0.6074705196727701, 77, 23, AI
